total_revenue,construction_industry_revenue,building_construction,residential,commercial_and_industrial,public,underground_construction,commercial_and_industrial_underground_construction,road_construction,other_underground_construction
3.3,3.4,-0.1,-4.8,8.3,14.3,10.9,19.5,9.9,-10.3
