working_days,working_hours_total,building_construction,residential,commercial_and_industrial,public,underground_construction,commercial_and_industrial_underground_construction,road_construction,other_underground_construction
x,1.5,-0.9,-6.3,16.4,2.9,4.2,1.7,12.5,-0.5
