total_revenue,construction_industry_revenue,building_construction,residential,commercial_and_industrial,public,underground_construction,commercial_and_industrial_underground_construction,road_construction,other_underground_construction
-0.1,-0.1,-5.9,-13.1,13.4,3.3,13.4,24,9.6,-8.4
