working_days,working_hours_total,building_construction,residential,commercial_and_industrial,public,underground_construction,commercial_and_industrial_underground_construction,road_construction,other_underground_construction
x,8.3,4.5,6,4.1,-6.6,13.7,10.3,26.2,10.8
