working_days,working_hours_total,building_construction,residential,commercial_and_industrial,public,underground_construction,commercial_and_industrial_underground_construction,road_construction,other_underground_construction
x,1.4,-0.9,-2.7,7.7,-4.4,4.3,3.8,6.8,2.9
