working_days,working_hours_total,building_construction,residential,commercial_and_industrial,public,underground_construction,commercial_and_industrial_underground_construction,road_construction,other_underground_construction
x,1.4,-0.5,-5.3,12.6,5.8,3.5,1.4,11.8,-2.8
