total_revenue,construction_industry_revenue,building_construction,residential,commercial_and_industrial,public,underground_construction,commercial_and_industrial_underground_construction,road_construction,other_underground_construction
5.4,5.4,3,1.2,3.8,13.9,10.4,18.2,12,-12.5
