working_days,working_hours_total,building_construction,residential,commercial_and_industrial,public,underground_construction,commercial_and_industrial_underground_construction,road_construction,other_underground_construction
x,-0.9,-3.4,-9.7,21.6,-7.6,2.1,1.4,9.5,-6.2
