total_revenue,construction_industry_revenue,building_construction,residential,commercial_and_industrial,public,underground_construction,commercial_and_industrial_underground_construction,road_construction,other_underground_construction
16,16.1,20.6,25,11.8,11.9,7.4,-1.4,8.6,38.2
