working_days,working_hours_total,building_construction,residential,commercial_and_industrial,public,underground_construction,commercial_and_industrial_underground_construction,road_construction,other_underground_construction
x,4.2,1.6,1.1,7.4,-6.7,7.6,6.5,11.9,6.1
