total_revenue,construction_industry_revenue,building_construction,residential,commercial_and_industrial,public,underground_construction,commercial_and_industrial_underground_construction,road_construction,other_underground_construction
5.1,5.1,3,2.2,2.2,10.6,9.5,15.6,10.7,-8.7
